Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Night_Usage,Social_to_Edu_Ratio,Gaming_to_Social_Ratio,Weekend_Overuse,Phone_Obsessiveness,Sleep_Deficit,Usage_Bin,Usage_Group,Anxiety_Class,Depression_Class,Anxiety_Level_Class,Depression_Level_Class
16,0,5,2.9,6.7,64,8,0.0,5,7,9,0,1.5,115,14,3.4,1.2,0.4,3,3,5.1,9.2,1.4,3.1428571428571432,0.5,2.1999999999999997,7.666666666666667,1.2999999999999998,"(2, 4]",2–4,0,1,0,1
17,2,1,4.1,7.1,80,3,0.0,10,8,6,1,0.7,121,17,1.0,0.4,1.1,0,6,6.2,7.8,3.3999999999999995,0.9523809523809523,0.7,2.1000000000000005,6.722222222222222,0.9000000000000004,"(4, 6]",4–6,1,1,1,1
16,1,0,8.3,5.7,98,8,0.9,3,9,10,0,1.4,83,7,4.5,0.0,0.8,3,3,6.1,10.0,6.9,3.0555555555555554,0.18181818181818182,-2.200000000000001,10.375,2.3,"(8, 10]",8–10,0,1,0,1
16,0,5,0.6,5.7,72,7,0.5,7,2,7,0,1.8,26,7,4.4,2.0,1.0,4,5,4.5,6.1,-1.2000000000000002,2.7,0.5555555555555555,3.9,3.25,2.3,"(0, 2]",0–2,1,0,1,0
19,0,3,5.6,4.7,98,10,0.9,5,5,4,0,0.8,108,16,4.2,3.0,0.4,3,2,9.1,10.0,4.8,3.714285714285715,0.7692307692307692,3.5,6.352941176470588,3.3,"(4, 6]",4–6,0,0,0,0
14,2,2,6.5,5.6,83,0,1.5,10,4,3,0,1.5,64,11,2.2,2.7,1.0,4,2,7.3,10.0,5.0,1.6,1.15625,0.7999999999999998,5.333333333333333,2.4000000000000004,"(6, 8]",6–8,1,0,1,0
17,1,0,5.3,6.1,54,4,1.3,3,4,3,0,0.7,146,6,2.3,2.4,1.1,0,9,8.0,10.0,4.6,1.5714285714285712,1.0303030303030303,2.7,20.857142857142858,1.9000000000000004,"(4, 6]",4–6,0,0,0,0
17,1,5,4.0,7.5,52,1,1.4,7,4,5,1,0.7,67,14,2.4,1.8,0.5,1,8,6.9,8.6,3.3,2.2666666666666666,0.8235294117647058,2.9000000000000004,4.466666666666667,0.5,"(2, 4]",2–4,1,0,1,0
15,1,4,11.0,7.7,59,2,0.4,7,7,2,0,2.1,81,10,1.6,1.6,1.4,0,8,6.2,10.0,8.9,1.0833333333333335,1.0,-4.8,7.363636363636363,0.2999999999999998,"(10, 12]",10–12,1,1,1,1
15,2,3,6.3,7.5,83,5,1.3,8,10,4,0,1.6,40,14,4.4,1.3,1.2,1,2,5.7,10.0,4.699999999999999,2.4545454545454546,0.4259259259259259,-0.5999999999999996,2.6666666666666665,0.5,"(6, 8]",6–8,1,1,1,1
14,0,4,0.3,5.8,64,7,0.4,4,9,2,0,0.0,43,18,2.0,1.1,0.7,4,6,2.7,5.0,0.3,1.7647058823529411,0.7000000000000001,2.4000000000000004,2.263157894736842,2.2,"(0, 2]",0–2,0,1,0,1
16,1,2,4.8,4.7,61,3,0.6,10,1,1,1,1.7,26,12,1.4,2.5,0.9,1,10,2.9,9.3,3.0999999999999996,1.263157894736842,1.4583333333333335,-1.9,2.0,3.3,"(4, 6]",4–6,1,0,1,0
19,2,4,4.4,9.1,100,6,0.5,6,2,6,1,1.4,109,11,4.1,0.7,0.8,1,5,7.2,9.0,3.0000000000000004,2.833333333333333,0.33333333333333337,2.8,9.083333333333334,-1.0999999999999996,"(4, 6]",4–6,1,0,1,0
19,1,3,6.3,4.3,57,3,1.3,8,7,8,0,0.5,53,15,2.0,2.0,1.1,1,7,7.8,10.0,5.8,1.4285714285714286,1.0,1.5,3.3125,3.7,"(6, 8]",6–8,1,1,1,1
17,1,3,6.4,7.3,66,1,2.2,8,7,8,0,0.5,144,11,1.9,0.4,1.9,0,4,3.9,10.0,5.9,1.0,0.48275862068965514,-2.5000000000000004,12.0,0.7000000000000002,"(6, 8]",6–8,1,1,1,1
18,1,0,4.7,6.4,88,0,1.0,6,8,6,0,1.3,99,13,2.8,1.3,1.6,3,7,3.6,10.0,3.4000000000000004,1.4615384615384615,0.6052631578947368,-1.1,7.071428571428571,1.5999999999999996,"(4, 6]",4–6,1,1,1,1
17,0,2,4.2,4.1,74,4,1.1,10,6,1,0,0.6,131,11,2.4,1.5,1.1,0,6,12.4,10.0,3.6,1.6190476190476188,0.7352941176470589,8.2,10.916666666666666,3.9000000000000004,"(4, 6]",4–6,1,1,1,1
14,1,5,5.9,6.3,89,0,0.7,3,6,9,1,1.3,54,19,3.0,2.3,1.4,0,8,7.5,10.0,4.6000000000000005,1.6666666666666667,0.825,1.5999999999999996,2.7,1.7000000000000002,"(4, 6]",4–6,0,1,0,1
19,2,3,8.1,8.2,86,0,1.0,3,6,2,1,1.1,73,19,1.8,2.0,0.0,1,6,5.9,10.0,7.0,2.8,1.0714285714285714,-2.1999999999999993,3.65,-0.1999999999999993,"(8, 10]",8–10,0,1,0,1
19,0,1,6.4,5.2,97,7,1.9,5,2,2,0,1.2,55,13,1.6,0.8,1.1,0,5,6.7,9.9,5.2,1.2380952380952381,0.6923076923076923,0.2999999999999998,3.9285714285714284,2.8,"(6, 8]",6–8,0,0,0,0
18,0,4,5.1,4.2,82,8,0.2,1,7,8,0,1.3,127,20,2.2,2.2,1.5,3,9,3.2,10.0,3.8,1.28,1.0,-1.8999999999999995,6.0476190476190474,3.8,"(4, 6]",4–6,0,1,0,1
19,2,3,5.3,10.0,60,6,2.2,6,1,7,0,1.4,93,17,2.3,0.4,0.5,3,3,6.3,8.3,3.9,2.1999999999999997,0.42424242424242425,1.0,5.166666666666667,-2.0,"(4, 6]",4–6,1,0,1,0
15,1,1,5.6,7.7,75,9,0.0,3,9,5,1,0.2,72,14,2.0,1.9,0.7,0,3,3.1,9.9,5.3999999999999995,1.7647058823529411,0.9666666666666667,-2.4999999999999996,4.8,0.2999999999999998,"(4, 6]",4–6,0,1,0,1
14,1,0,6.7,5.2,84,6,1.2,2,10,7,0,1.9,60,19,1.4,1.1,1.4,0,1,3.6,10.0,4.800000000000001,1.0,0.8750000000000001,-3.1,3.0,2.8,"(6, 8]",6–8,0,1,0,1
17,0,0,3.8,7.0,96,6,1.1,4,5,10,0,1.6,122,8,2.0,0.1,0.7,0,1,9.6,6.4,2.1999999999999997,1.7647058823529411,0.3666666666666667,5.8,13.555555555555555,1.0,"(2, 4]",2–4,0,0,0,0
13,2,2,3.5,6.6,88,9,1.5,8,6,4,1,0.5,130,20,3.9,2.9,1.3,4,10,5.5,10.0,3.0,2.130434782608696,0.7959183673469387,2.0,6.190476190476191,1.4000000000000004,"(2, 4]",2–4,1,1,1,1
18,0,2,4.5,7.6,93,1,1.2,3,9,1,1,1.3,70,13,1.7,1.2,0.7,4,4,5.4,7.6,3.2,1.5882352941176472,0.8148148148148149,0.9000000000000004,5.0,0.40000000000000036,"(4, 6]",4–6,0,1,0,1
18,0,4,7.8,7.8,69,2,0.0,4,8,8,0,1.5,68,17,0.4,3.0,1.0,0,2,5.8,10.0,6.3,0.7,2.857142857142857,-2.0,3.7777777777777777,0.20000000000000018,"(6, 8]",6–8,0,1,0,1
16,1,4,4.1,6.6,80,9,1.8,8,5,2,0,0.2,73,16,3.7,1.6,2.6,1,9,4.9,10.0,3.8999999999999995,1.3055555555555556,0.5531914893617021,0.8000000000000007,4.294117647058823,1.4000000000000004,"(4, 6]",4–6,1,0,1,0
16,2,1,6.3,4.4,74,7,1.9,8,10,6,1,0.7,129,10,1.5,1.6,0.4,0,10,6.7,10.0,5.6,1.7857142857142858,1.04,0.40000000000000036,11.727272727272727,3.5999999999999996,"(6, 8]",6–8,1,1,1,1
17,0,0,5.4,6.1,69,9,1.4,4,7,1,0,0.9,132,11,3.8,1.2,0.7,0,7,6.5,10.0,4.5,2.823529411764706,0.45833333333333337,1.0999999999999996,11.0,1.9000000000000004,"(4, 6]",4–6,0,1,0,1
13,2,1,2.4,5.6,79,10,1.5,5,2,3,1,0.4,34,12,1.4,3.8,1.1,2,5,5.9,7.9,2.0,1.1428571428571428,2.0,3.5000000000000004,2.6153846153846154,2.4000000000000004,"(2, 4]",2–4,0,0,0,0
16,2,3,0.0,7.6,71,6,0.8,6,8,6,0,1.7,98,5,2.2,0.0,1.3,4,3,11.1,1.4,-1.7,1.3913043478260871,0.3125,11.1,16.333333333333332,0.40000000000000036,,,1,1,1,1
15,1,5,0.3,6.5,56,2,2.0,1,1,1,0,1.3,135,16,1.1,0.0,1.0,0,2,5.0,4.1,-1.0,1.05,0.47619047619047616,4.7,7.9411764705882355,1.5,"(0, 2]",0–2,0,0,0,0
15,1,2,5.2,8.2,91,9,0.4,6,7,7,1,1.0,91,8,1.8,0.0,1.0,3,6,6.1,6.3,4.2,1.4,0.35714285714285715,0.8999999999999995,10.11111111111111,-0.1999999999999993,"(4, 6]",4–6,1,1,1,1
16,0,0,4.4,9.5,84,5,0.9,1,2,10,0,0.9,71,13,3.2,1.9,0.0,1,4,7.9,8.8,3.5000000000000004,4.2,0.6904761904761905,3.5,5.071428571428571,-1.5,"(4, 6]",4–6,0,0,0,0
17,2,1,4.5,9.1,78,1,1.3,4,8,3,0,1.7,133,20,3.8,1.6,1.5,0,9,4.3,10.0,2.8,1.92,0.5416666666666667,-0.20000000000000018,6.333333333333333,-1.0999999999999996,"(4, 6]",4–6,0,1,0,1
15,2,4,4.6,7.1,82,6,0.0,6,9,6,1,0.9,79,20,3.4,0.9,0.0,3,6,8.3,10.0,3.6999999999999997,4.4,0.43181818181818177,3.700000000000001,3.761904761904762,0.9000000000000004,"(4, 6]",4–6,1,1,1,1
17,2,2,6.0,6.1,71,8,1.9,9,10,6,0,0.6,99,17,4.7,0.0,0.7,1,9,3.5,10.0,5.4,3.3529411764705883,0.17543859649122806,-2.5,5.5,1.9000000000000004,"(4, 6]",4–6,1,1,1,1
15,0,5,5.8,9.9,50,7,2.2,5,7,6,0,1.2,137,12,3.1,1.1,1.3,4,6,4.1,10.0,4.6,1.7826086956521738,0.5121951219512195,-1.7000000000000002,10.538461538461538,-1.9000000000000004,"(4, 6]",4–6,0,1,0,1
13,2,4,5.3,8.7,85,2,1.6,5,4,4,0,1.2,58,11,0.7,0.3,0.0,2,2,6.8,5.3,4.1,1.7,0.7647058823529412,1.5,4.833333333333333,-0.6999999999999993,"(4, 6]",4–6,0,0,0,0
17,2,4,5.5,7.3,66,4,2.3,1,8,1,1,0.5,89,7,3.3,3.8,1.1,1,10,7.7,10.0,5.0,2.0476190476190474,1.1162790697674418,2.2,11.125,0.7000000000000002,"(4, 6]",4–6,0,1,0,1
14,2,5,4.9,5.7,95,7,0.0,8,2,2,0,0.8,88,17,3.5,3.1,0.7,4,8,5.4,10.0,4.1000000000000005,2.6470588235294117,0.911111111111111,0.5,4.888888888888889,2.3,"(4, 6]",4–6,1,0,1,0
13,0,4,5.6,8.3,94,2,0.0,4,6,9,0,1.0,144,5,1.8,0.9,1.8,4,9,5.7,8.0,4.6,1.0,0.6785714285714286,0.10000000000000053,24.0,-0.3000000000000007,"(4, 6]",4–6,0,1,0,1
15,0,2,4.7,5.2,58,10,0.5,2,10,5,1,0.6,65,17,2.2,0.7,1.0,4,8,6.1,9.7,4.1000000000000005,1.6,0.53125,1.3999999999999995,3.611111111111111,2.8,"(4, 6]",4–6,0,1,0,1
17,0,3,3.4,6.8,87,2,1.1,9,1,4,1,0.5,80,11,2.2,1.2,1.7,4,6,6.3,7.2,2.9,1.1851851851851851,0.6875,2.9,6.666666666666667,1.2000000000000002,"(2, 4]",2–4,1,0,1,0
18,0,0,3.9,5.8,73,9,1.5,3,4,3,1,1.5,103,11,1.6,0.7,0.3,0,5,5.0,7.6,2.4,2.0,0.6538461538461539,1.1,8.583333333333334,2.2,"(2, 4]",2–4,0,0,0,0
13,1,0,3.4,6.0,85,2,1.2,1,2,7,0,1.0,97,13,3.2,0.0,0.3,1,6,5.2,8.1,2.4,3.230769230769231,0.23809523809523808,1.8000000000000003,6.928571428571429,2.0,"(2, 4]",2–4,0,0,0,0
14,2,5,4.5,5.7,92,10,1.1,3,10,10,1,1.1,144,12,3.7,0.6,1.3,1,2,7.2,10.0,3.4,2.0434782608695654,0.3404255319148936,2.7,11.076923076923077,2.3,"(4, 6]",4–6,0,1,0,1
14,0,0,7.3,7.0,87,5,0.0,2,2,8,0,0.5,35,8,1.9,3.3,3.0,0,6,6.5,10.0,6.8,0.725,1.4827586206896552,-0.7999999999999998,3.888888888888889,1.0,"(6, 8]",6–8,0,0,0,0
13,1,3,7.5,5.2,68,6,0.8,7,6,7,0,0.0,84,11,2.1,2.7,0.1,0,3,6.8,10.0,7.5,2.818181818181818,1.1935483870967742,-0.7000000000000002,7.0,2.8,"(6, 8]",6–8,1,1,1,1
19,0,4,8.5,7.5,98,2,0.6,8,8,1,1,1.5,73,12,1.0,1.0,0.3,3,4,5.5,10.0,7.0,1.5384615384615383,1.0,-3.0,5.615384615384615,0.5,"(8, 10]",8–10,1,1,1,1
19,0,4,1.4,8.4,63,1,1.1,3,4,10,1,0.9,130,20,3.2,1.1,1.5,0,4,5.5,8.1,0.4999999999999999,1.6800000000000002,0.5,4.1,6.190476190476191,-0.40000000000000036,"(0, 2]",0–2,0,0,0,0
17,2,3,3.0,5.7,66,6,0.7,2,3,2,0,1.4,39,14,2.8,1.8,0.3,1,2,6.5,8.3,1.6,2.923076923076923,0.7368421052631579,3.5,2.6,2.3,"(2, 4]",2–4,0,0,0,0
14,2,4,3.9,6.8,50,10,1.2,2,1,9,0,0.8,115,19,2.3,1.6,1.8,1,10,3.5,10.0,3.0999999999999996,1.1785714285714286,0.787878787878788,-0.3999999999999999,5.75,1.2000000000000002,"(2, 4]",2–4,0,0,0,0
15,2,3,5.7,7.7,51,6,1.9,4,3,2,1,1.2,121,9,1.7,0.7,0.7,4,6,2.0,8.5,4.5,1.5882352941176472,0.6296296296296295,-3.7,12.1,0.2999999999999998,"(4, 6]",4–6,0,0,0,0
17,0,0,0.8,5.7,65,10,1.8,5,6,1,1,1.2,128,11,3.2,2.3,2.4,2,3,7.2,8.2,-0.3999999999999999,1.2352941176470589,0.7857142857142856,6.4,10.666666666666666,2.3,"(0, 2]",0–2,0,1,0,1
16,1,3,8.1,9.5,65,6,1.8,6,2,1,1,0.6,38,20,0.0,1.3,0.4,0,5,2.8,9.4,7.5,0.7142857142857143,2.3,-5.3,1.8095238095238095,-1.5,"(8, 10]",8–10,1,0,1,0
18,1,1,6.8,8.4,95,5,0.4,1,5,7,1,1.0,103,8,1.2,1.1,0.9,2,2,12.6,8.6,5.8,1.1578947368421053,0.9545454545454545,5.8,11.444444444444445,-0.40000000000000036,"(6, 8]",6–8,0,0,0,0
13,0,5,4.6,6.8,93,9,1.7,9,2,5,0,1.0,150,16,3.7,0.6,0.7,1,4,3.4,10.0,3.5999999999999996,2.7647058823529416,0.3404255319148936,-1.1999999999999997,8.823529411764707,1.2000000000000002,"(4, 6]",4–6,1,0,1,0
16,2,1,4.1,6.1,69,1,2.5,9,6,1,1,1.1,119,15,1.5,3.1,1.4,4,5,6.3,10.0,2.9999999999999996,1.0416666666666667,1.64,2.2,7.4375,1.9000000000000004,"(4, 6]",4–6,1,1,1,1
13,1,3,7.7,7.5,58,0,1.4,9,10,6,0,1.2,41,9,3.6,1.2,1.7,0,10,4.7,10.0,6.5,1.7037037037037035,0.47826086956521746,-3.0,4.1,0.5,"(6, 8]",6–8,1,1,1,1
13,0,1,3.9,6.3,98,4,1.5,8,3,7,1,1.0,84,9,1.5,0.8,1.1,2,8,3.7,6.5,2.9,1.1904761904761905,0.72,-0.19999999999999973,8.4,1.7000000000000002,"(2, 4]",2–4,1,0,1,0
13,0,3,3.0,4.2,67,0,0.8,7,8,2,1,0.2,42,19,1.1,2.6,1.4,2,6,6.8,9.2,2.8,0.8750000000000001,1.7142857142857142,3.8,2.1,3.8,"(2, 4]",2–4,1,1,1,1
18,1,1,7.8,8.5,71,9,1.2,6,5,10,1,0.7,41,10,2.9,3.1,0.9,1,2,7.4,10.0,7.1,2.0526315789473686,1.0512820512820513,-0.39999999999999947,3.727272727272727,-0.5,"(6, 8]",6–8,1,0,1,0
16,1,4,6.5,8.0,85,8,0.8,2,5,4,0,1.0,135,13,5.0,1.8,0.6,0,2,7.5,10.0,5.5,3.75,0.4666666666666666,1.0,9.642857142857142,0.0,"(6, 8]",6–8,0,0,0,0
17,2,5,1.9,6.8,99,7,1.4,1,4,3,1,1.7,80,18,2.2,0.9,1.4,0,4,6.0,6.8,0.19999999999999996,1.3333333333333335,0.5937499999999999,4.1,4.2105263157894735,1.2000000000000002,"(0, 2]",0–2,0,0,0,0
14,0,3,4.6,5.2,88,9,0.6,8,10,1,1,0.7,129,15,1.1,2.0,0.4,3,9,8.1,10.0,3.8999999999999995,1.5000000000000002,1.4285714285714286,3.5,8.0625,2.8,"(4, 6]",4–6,1,1,1,1
13,0,1,7.5,5.7,70,8,0.9,4,10,5,0,1.4,52,13,1.4,1.4,1.0,0,8,3.5,10.0,6.1,1.2,1.0,-4.0,3.7142857142857144,2.3,"(6, 8]",6–8,0,1,0,1
13,1,1,2.4,6.2,63,2,0.5,7,8,5,0,0.9,88,5,1.1,1.8,0.9,4,1,4.5,5.0,1.5,1.105263157894737,1.3333333333333333,2.1,14.666666666666666,1.7999999999999998,"(2, 4]",2–4,1,1,1,1
18,0,3,7.2,9.7,74,0,0.0,4,1,4,0,1.3,140,14,2.5,0.7,0.9,2,8,10.7,10.0,5.9,1.842105263157895,0.4857142857142857,3.499999999999999,9.333333333333334,-1.6999999999999993,"(6, 8]",6–8,0,0,0,0
16,2,1,0.0,5.7,94,2,0.6,5,5,7,1,1.4,122,18,3.2,0.9,1.7,1,6,5.7,7.3,-1.4,1.5555555555555556,0.45238095238095233,5.7,6.421052631578948,2.3,,,0,0,0,0
18,2,5,1.8,6.6,75,8,0.4,2,3,4,1,0.9,67,16,1.6,1.2,0.0,1,6,3.1,5.8,0.9,2.6,0.8461538461538461,1.3,3.9411764705882355,1.4000000000000004,"(0, 2]",0–2,0,0,0,0
13,0,0,6.2,6.2,73,4,1.2,7,8,6,0,1.1,24,16,1.8,2.9,1.1,0,5,9.0,10.0,5.1,1.3333333333333333,1.392857142857143,2.8,1.411764705882353,1.7999999999999998,"(6, 8]",6–8,1,1,1,1
14,2,0,2.0,7.3,58,8,1.8,3,9,1,1,2.0,92,6,1.4,1.0,0.5,2,10,6.9,3.8,0.0,1.5999999999999999,0.8333333333333334,4.9,13.142857142857142,0.7000000000000002,"(0, 2]",0–2,0,1,0,1
19,2,2,3.1,6.8,84,3,1.4,5,5,10,1,1.4,85,7,2.2,2.3,2.1,1,1,8.7,7.3,1.7000000000000002,1.032258064516129,1.0312499999999998,5.6,10.625,1.2000000000000002,"(2, 4]",2–4,0,0,0,0
19,1,5,8.1,7.1,77,1,0.9,7,4,8,0,0.9,22,6,3.4,0.8,1.9,2,4,5.6,10.0,7.199999999999999,1.517241379310345,0.40909090909090906,-2.5,3.142857142857143,0.9000000000000004,"(8, 10]",8–10,1,0,1,0
18,2,0,3.0,7.3,92,3,1.1,9,8,6,1,0.4,72,13,3.5,0.5,1.6,1,5,5.0,7.4,2.6,1.7307692307692306,0.3333333333333333,2.0,5.142857142857143,0.7000000000000002,"(2, 4]",2–4,1,1,1,1
17,2,0,3.8,6.4,78,1,0.7,6,6,8,0,1.0,25,7,2.8,2.5,1.6,0,3,7.0,7.8,2.8,1.4615384615384615,0.9210526315789475,3.2,3.125,1.5999999999999996,"(2, 4]",2–4,1,1,1,1
13,2,0,3.9,8.4,98,7,1.1,9,2,5,1,1.2,82,8,4.1,2.0,1.6,0,6,11.0,9.0,2.7,1.9615384615384612,0.5882352941176471,7.1,9.11111111111111,-0.40000000000000036,"(2, 4]",2–4,1,0,1,0
18,2,0,5.1,4.0,98,1,0.9,10,1,7,1,0.6,138,20,1.9,3.2,1.1,3,6,5.2,10.0,4.5,1.380952380952381,1.4482758620689655,0.10000000000000053,6.571428571428571,4.0,"(4, 6]",4–6,1,0,1,0
17,0,4,3.8,6.3,65,10,0.3,1,5,7,0,1.5,83,18,3.1,3.7,0.9,0,2,5.9,10.0,2.3,2.1578947368421053,1.1463414634146343,2.1000000000000005,4.368421052631579,1.7000000000000002,"(2, 4]",2–4,0,0,0,0
16,0,5,5.8,6.4,53,10,3.4,7,5,2,1,0.6,100,5,2.5,0.2,0.9,0,6,6.9,8.3,5.2,1.842105263157895,0.34285714285714286,1.1000000000000005,16.666666666666668,1.5999999999999996,"(4, 6]",4–6,1,0,1,0
19,1,1,3.9,7.2,66,5,0.0,10,10,1,1,1.0,84,13,3.9,1.6,0.0,4,5,4.7,10.0,2.9,4.9,0.5306122448979592,0.8000000000000003,6.0,0.7999999999999998,"(2, 4]",2–4,1,1,1,1
18,1,5,8.4,6.0,88,6,2.5,3,2,2,0,0.8,77,8,1.0,2.5,2.4,4,4,4.4,10.0,7.6000000000000005,0.5882352941176471,1.75,-4.0,8.555555555555555,2.0,"(8, 10]",8–10,0,0,0,0
16,1,4,4.8,7.7,50,8,0.9,2,4,8,1,0.9,102,8,2.2,0.6,1.7,4,4,8.9,7.4,3.9,1.1851851851851851,0.5,4.1000000000000005,11.333333333333334,0.2999999999999998,"(4, 6]",4–6,0,0,0,0
18,1,2,3.4,7.3,82,4,0.0,6,9,2,0,0.6,51,12,2.1,0.0,0.0,2,1,3.0,5.3,2.8,3.1,0.3225806451612903,-0.3999999999999999,3.923076923076923,0.7000000000000002,"(2, 4]",2–4,1,1,1,1
19,1,3,4.7,5.2,99,7,1.2,5,4,1,1,0.2,36,16,2.6,1.6,1.6,2,2,0.7,10.0,4.5,1.3846153846153846,0.7222222222222222,-4.0,2.1176470588235294,2.8,"(4, 6]",4–6,0,0,0,0
18,1,1,6.8,7.9,97,7,2.2,3,10,9,1,0.4,126,11,2.2,2.6,0.8,1,10,5.9,10.0,6.3999999999999995,1.777777777777778,1.125,-0.8999999999999995,10.5,0.09999999999999964,"(6, 8]",6–8,0,1,0,1
13,2,3,6.7,5.2,59,6,1.0,4,1,1,1,1.5,68,16,5.0,1.1,0.4,4,5,2.0,10.0,5.2,4.285714285714286,0.35000000000000003,-4.7,4.0,2.8,"(6, 8]",6–8,0,0,0,0
15,0,4,1.5,9.0,95,4,0.0,8,8,3,0,0.5,84,10,3.3,2.5,1.4,2,1,4.6,6.5,1.0,1.7916666666666667,0.813953488372093,3.0999999999999996,7.636363636363637,-1.0,"(0, 2]",0–2,1,1,1,1
13,0,5,3.8,5.5,96,3,0.4,10,1,9,1,1.3,102,15,3.1,1.5,1.2,4,5,6.8,10.0,2.5,1.8636363636363633,0.6097560975609757,3.0,6.375,2.5,"(2, 4]",2–4,1,0,1,0
14,0,5,3.7,6.9,65,6,0.1,2,4,10,0,1.0,149,10,1.1,0.1,1.0,4,6,6.1,6.4,2.7,1.05,0.5238095238095238,2.3999999999999995,13.545454545454545,1.0999999999999996,"(2, 4]",2–4,0,0,0,0
19,0,3,1.5,6.3,87,1,0.9,6,1,10,1,1.4,45,8,3.1,2.8,0.7,4,4,8.1,6.7,0.10000000000000009,2.411764705882353,0.926829268292683,6.6,5.0,1.7000000000000002,"(0, 2]",0–2,1,0,1,0
15,0,1,6.6,7.6,61,5,1.5,6,2,2,1,0.0,28,20,3.0,1.8,1.2,3,2,5.4,10.0,6.6,1.8181818181818181,0.7,-1.1999999999999993,1.3333333333333333,0.40000000000000036,"(6, 8]",6–8,1,0,1,0
16,2,2,6.6,9.1,64,10,0.9,6,1,8,0,0.8,147,10,2.8,1.0,0.9,4,7,7.8,10.0,5.8,2.0,0.5263157894736842,1.2000000000000002,13.363636363636363,-1.0999999999999996,"(6, 8]",6–8,1,0,1,0
13,2,3,4.3,7.4,72,8,0.6,3,4,9,0,1.5,32,16,4.1,0.9,1.0,3,3,8.0,9.4,2.8,2.55,0.37254901960784315,3.7,1.8823529411764706,0.5999999999999996,"(4, 6]",4–6,0,0,0,0
16,1,5,7.8,5.5,96,8,1.6,8,1,6,0,1.1,74,18,2.7,3.2,0.0,2,6,6.8,10.0,6.699999999999999,3.7,1.135135135135135,-1.0,3.8947368421052633,2.5,"(6, 8]",6–8,1,0,1,0
18,1,3,7.1,6.8,86,10,1.7,4,7,8,1,0.9,45,5,4.0,0.1,1.3,1,7,7.1,9.7,6.199999999999999,2.173913043478261,0.22000000000000003,0.0,7.5,1.2000000000000002,"(6, 8]",6–8,0,1,0,1
17,2,3,5.3,4.5,96,8,1.5,5,5,3,1,2.0,108,18,2.3,1.2,1.3,2,1,4.8,10.0,3.3,1.434782608695652,0.6666666666666667,-0.5,5.684210526315789,3.5,"(4, 6]",4–6,0,0,0,0
16,1,1,5.9,7.9,77,9,1.1,1,10,8,0,1.5,132,10,1.7,0.6,0.4,4,3,3.6,8.9,4.4,1.9285714285714288,0.5925925925925926,-2.3000000000000003,12.0,0.09999999999999964,"(4, 6]",4–6,0,1,0,1
17,1,2,4.5,6.0,81,8,0.1,2,7,9,1,1.2,58,18,2.1,2.5,0.9,1,2,4.8,10.0,3.3,1.6315789473684212,1.129032258064516,0.2999999999999998,3.0526315789473686,2.0,"(4, 6]",4–6,0,1,0,1
17,0,3,5.6,9.7,95,4,0.0,8,5,4,0,1.3,128,5,0.2,1.9,0.3,4,2,8.3,6.4,4.3,0.923076923076923,2.4166666666666665,2.700000000000001,21.333333333333332,-1.6999999999999993,"(4, 6]",4–6,1,0,1,0
19,1,2,4.5,6.8,85,0,1.7,1,5,7,0,1.1,143,7,2.1,0.7,0.7,3,4,6.3,8.2,3.4,1.823529411764706,0.5483870967741935,1.7999999999999998,17.875,1.2000000000000002,"(4, 6]",4–6,0,0,0,0
14,0,3,6.9,6.4,85,7,0.9,6,10,4,1,1.5,124,12,1.7,0.7,0.6,2,6,6.6,10.0,5.4,1.6875,0.6296296296296295,-0.3000000000000007,9.538461538461538,1.5999999999999996,"(6, 8]",6–8,1,1,1,1
13,2,0,4.5,6.4,61,7,1.2,10,6,5,1,1.4,121,15,0.9,0.7,1.4,1,7,6.5,8.3,3.1,0.7916666666666666,0.8947368421052632,2.0,7.5625,1.5999999999999996,"(4, 6]",4–6,1,1,1,1
13,1,5,7.1,8.3,55,10,1.6,3,6,7,0,0.9,29,13,3.5,2.9,1.4,4,1,9.2,10.0,6.199999999999999,1.875,0.8666666666666667,2.0999999999999996,2.0714285714285716,-0.3000000000000007,"(6, 8]",6–8,0,1,0,1
16,2,3,4.9,6.7,52,10,1.3,9,3,1,0,0.1,67,10,0.8,1.8,0.6,2,8,6.1,7.5,4.800000000000001,1.125,1.5555555555555554,1.1999999999999993,6.090909090909091,1.2999999999999998,"(4, 6]",4–6,1,0,1,0
14,0,3,4.9,6.8,58,10,0.0,10,4,3,1,1.7,72,19,1.3,2.2,1.3,2,2,10.6,10.0,3.2,1.0,1.3913043478260871,5.699999999999999,3.6,1.2000000000000002,"(4, 6]",4–6,1,0,1,0
19,1,2,4.8,9.1,75,2,1.4,2,7,7,1,0.4,103,16,1.6,2.4,1.0,0,1,5.3,9.5,4.3999999999999995,1.3,1.3076923076923077,0.5,6.0588235294117645,-1.0999999999999996,"(4, 6]",4–6,0,1,0,1
